Abstract,Date,Days,Downloads,Impact,Refrences,Search,Views,url
" A total of 71 chains of transmission together with dates of symptoms onset and 67 dates of infections were identified among 5,405 confirmed cases outside Hubei as reported by February 2, 2020. Based on this information, we find the serial interval having an average of 4.27 days with a standard deviation of 3.44 days, the incubation period having an average of 5.33 days with a standard deviation of 3.36 days and the infectious period having an average of 10.91 days with a standard deviation of 3.95 days. The estimated controlled reproduction numbers, 𝑅𝑐 , produced by all three methods in all analyzed regions of China are significantly smaller compared with the basic reproduction numbers 𝑅0. ",2020-02-19,66.0,1938.0,29.363636363636363,17.0,Estimation of the Time-Varying Reproduction Number of COVID-19 Outbreak in China,538.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539694&utm_source=EC&utm_medium=Connect
" In our investigation, it was obviously that the COVID-19 can spread through person to person. The main manifestations of the patients were mainly upper respiratory symptoms, and some of the patients were accompanied by symptoms of the digestive system. There was no significant age limit for the infectivity of the population, but elderly people were still vulnerable groups. Patients with diabetes were more likely to develop into severe patients, and the probability of admission to the ICU was significantly increased.",2020-02-19,66.0,980.0,14.848484848484848,13.0,"Epidemiological and Clinical Features of 197 Patients Infected with 2019 Novel Coronavirus in Chongqing, China: A Single Center Descriptive Study",188.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539687&utm_source=EC&utm_medium=Connect
" Old age, medical comorbidities, dyspnea, confusion, and chest pain at admission are associated with a higher risk of death in patients with COVID-19.",2020-02-19,66.0,1826.0,27.666666666666668,8.0,The Risk of Death in 2019 Novel Coronavirus Disease (COVID-19) in Hubei Province,471.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539655&utm_source=EC&utm_medium=Connect
" We can infer that we are still not close to the end of this outbreak and the number of critically ill patients is still climbing. Assisting critical care resources in Hubei province requires the government to consider further tilt, and it is vital to make reasonable management of doctors and medical assistance systems to curb the transmission trend.",2020-02-19,66.0,702.0,10.636363636363637,17.0,Utilize State Transition Matrix Model to Predict the Novel Corona Virus Infection Peak and Patient Distribution,95.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539658&utm_source=EC&utm_medium=Connect
"    Patients with the SARS-CoV-2 pneumonia usually presented with typical ground-grass opacities and other CT features, which showed significant correlations with some clinical and laboratory measurements. Follow-up CT images often demonstrated progressions during the early stage from illness onset.    ",2020-02-19,66.0,630.0,9.545454545454545,5.0,Clinical and High-Resolution CT Features of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Pneumonia: Comparison of the Initial and Follow-Up Changes,89.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539695
" Patients with recent gastrointestinal symptoms as well as confirmed or suspected 2019-nCoV pneumonia exposure history are potential 2019-nCoV pneumonia candidates. It is significant to take atypical symptoms into account to avoid missed diagnosis, and important for gastroenterologists to strengthen protection to avoid possible infection.",2020-02-06,79.0,2246.0,28.430379746835442,5.0,Clinical Features of 2019 Novel Coronavirus Pneumonia Presented Gastrointestinal Symptoms But Without Fever Onset,522.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3532530&utm_source=EC&utm_medium=Connect
" The 2019-nCoV may have a higher pandemic risk than SARS broken out in 2003. The implemented public-health efforts have significantly decreased the pandemic risk of 2019-nCoV. However, more rigorous control and prevention strategies and measures to contain its further spread.  ",2020-02-05,80.0,4425.0,55.3125,12.0,Transmission Dynamics of 2019 Novel Coronavirus (2019-nCoV),1325.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3526307&utm_source=EC&utm_medium=Connect
" The epidemic is in the stage of mass morbidity and rigorous screening for probable cases. Although the number of the cases have still increased in China, a series of prevention and control measures have been taken throughout China.",2020-02-04,81.0,1450.0,17.901234567901234,7.0,The Epidemic Dynamics of 2019 Novel Coronavirus (2019-nCoV) Infections in China by 28 January,307.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3529448
" 2019-nCoV may be a virus of a high infectivity. The all-out efforts from Chinese government to prevent and control the infection are effective so far, but rigorous measures should be maintained to prevent further spread of the virus.",2020-02-04,81.0,2069.0,25.54320987654321,24.0,Estimating the Number of 2019 Novel Coronavirus Cases in Chinese Mainland,488.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3529449
" It is essential to assess how the expensive, resource-intensive measures implemented by the Chinese authorities can contribute to the prevention and control of the 2019-nCov infection, and how long should be maintained. Under the most restrictive measures, the outbreak is expected to peak within two weeks (since January 23rd 2020) with significant low peak value. With travel restriction (no imported exposed individuals to Beijing), the number of infected individuals in 7 days will decrease by 91.14% in Beijing, compared with the scenario of no travel restriction.",2020-01-27,89.0,11860.0,133.25842696629215,26.0,Estimation of the Transmission Risk of 2019-nCov and Its Implication for Public Health Interventions,42656.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3525558&utm_source=EC&utm_medium=Connect
" The infection of the 2019-nCoV can result in severe and even fatal respiratory disease like ARDS. It is very important to actively prevent complications and secondary infections, treat underlying diseases, and provide timely organ function support. Early diagnosis, early isolation, multiple treatment, and intervention of CRRT and ECMO when necessary can effectively reduce mortality caused by severe coronavirus pneumonia.",2020-01-27,89.0,4490.0,50.449438202247194,18.0,"Epidemiological and Clinical Characteristics of 99 Cases of 2019-Novel Coronavirus (2019-nCoV) Pneumonia in Wuhan, China",1147.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3523861&utm_source=EC&utm_medium=Connect
" All of the 9 cases had an epidemiological exposure, which defined as having either a travel/residence history in the epidemic area or direct contacts with NCIP patients. They were all in the third trimester of pregnancy. Seven patients presented fever without chill on admission. Other atypical symptoms, including cough(4/9), myalgia(3/9), sore throat(2/9) and malaise(2/9), were also observed. Complications, including gestational hypertension(1/9), severe preeclampsia(1/9), Premature rupture of membrane(PROM) (2/9), and fetal distress(2/9), were monitored. Most of the cases(5/9) had lymphopenia (&lt;1.0x109/L). Particularly, 3 cases showed abnormal liver function. One patient complicated with sever preeclampsia and influenza was characterized by elevated aminotransferase and no sign of fever before delivery. None of the cases developed severe NCIP or died as of Feb 3, 2020. A total of 9 live births were recorded. All tests on specimens from 6 of 9 patients, including amniotic fluid, cord blood, breast milk and neonatal throat swab samples showed negative results.",2020-02-11,74.0,688.0,9.297297297297296,16.0,Clinical Characteristics and Vertical Transmission Potential of 2019-nCoV Infection in Patients with Pregnancy,104.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3534207&utm_source=EC&utm_medium=Connect
" The imaging pattern of multifocal patchy peripheral pure ground glass opacity (GGO), mixed GGO or consolidation predominant in the lower lung, with more extensive GGO than consolidation in CT scans within the first week of illness is highly suspicious of 2019-nCoV infection during the outbreak, which may be crucial for early treatment and prompt isolation.",2020-02-11,74.0,900.0,12.162162162162161,24.0,"Clinical Features and Computed Tomographic Manifestations of Patients with 2019 Novel Coronavirus Pneumonia: A Single Center Study in Shanghai, China",157.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3534223&utm_source=EC&utm_medium=Connect
" Countries vary widely in terms of their capacity to prevent, detect and control outbreaks, which is underpinned by global variances in the strength of health systems to manage health emergencies. Half of all countries analysed in this study currently have in place operational readiness capacities which should enable an effective response to any potential health emergencies including 2019-nCoV. However, it is crucial to integrate/triangulate findings from local risk assessments to fully understand national readiness capacities in relation to 2019-nCoV. Some countries may require external support if cases are identified and the infection spreads rapidly within their borders. As part of the commitment to the IHR (2005) countries should be implementing capacity building action to strengthen their ability to effectively prevent and manage health emergencies and the application of data analysis can support focused targeting of critical gaps that currently exist. Commitment to IHR (2005) also involves collaboration between States Parties to improve capacities for preventing and managing health emergencies which should also be carried out to improve preparedness. This will strengthen global readiness to contain existing outbreaks including the ongoing international spread of 2019-nCoV. ",2020-02-13,72.0,690.0,9.583333333333334,42.0,Review of Health Security Capacities in Light of 2019-nCoV Outbreak – Opportunities for Strengthening IHR (2005) Implementation,96.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3537089
 Given that 2019-nCoV could be controlled under the strong prevention measures of what China has taken and it will take about three months. The confirmed infected individuals will still keep quick increasing for 14 days (approximately equal to the sum of exposed period and infection period) after the start time point of control. The strong prevention measures should be insisted until the epidemic Coronavirus. Other domestic places and overseas have confirmed infected individuals should take strong interventions immediately. Earlier strong prevention measures could efficiently stop the independent self-sustaining outbreaks in other cities globally.,2020-02-13,72.0,1098.0,15.25,12.0,Simulating the Infected Population and Spread Trend of 2019-nCov Under Different Policy by EIR Model,207.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3537083
